nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm11750009	Nika Inina	\N	\N	['writer']	['tt12740192']
nm11753661	Jordi Ribolleda Martinez	\N	\N	['writer']	['tt12748102']
nm11786952	Akash Virmani	\N	\N	['writer']	['\\N']
nm11786953	Aditya Singh	\N	\N	['writer']	['\\N']
nm1184350	Katherine Ashworth	\N	\N	['writer']	['tt0115289']
nm11848855	Lilita Grinberga	\N	\N	['director', 'composer', 'writer']	['tt13055044', 'tt12981732']
nm11862960	Faysal Lawrence	\N	\N	['writer', 'actor']	['tt12985634']
nm11871999	Basak Yazi Odasi	\N	\N	['writer']	['tt9826628', 'tt12562262']
nm11878008	Blanka Douglas	\N	\N	['actress', 'producer', 'director']	['tt13354212', 'tt13355214', 'tt1972843', 'tt13799908']
nm1188572	Adi Barash	\N	\N	['producer', 'director', 'writer']	['tt12190580', 'tt1735478', 'tt0390036', 'tt0322012']
nm11897761	Paul Campillo	\N	\N	['writer', 'producer', 'miscellaneous']	['tt14250628', 'tt13090994']
nm1190019	Jean-Pierre Lajournade	1937	1976	['writer', 'director', 'actor']	['tt0322281', 'tt0832353', 'tt0858456', 'tt0844277']
nm11900687	Liberal Hivemind	\N	\N	['producer', 'director', 'writer']	['tt13097348']
nm11908488	Catalina Urse	\N	\N	['writer']	['tt12809770']
nm11913635	Kate Stirr	\N	\N	['director', 'writer']	['tt13129430']
nm11922816	Judith Carreon	\N	\N	['writer']	['tt13853356', 'tt13149634']
nm11931570	Nerun Kalpajith	\N	\N	['director', 'writer', 'cinematographer']	['tt13753630', 'tt13900032']
nm11933208	Amgad Wagieh	\N	\N	['director', 'writer', 'producer']	['tt13892864', 'tt14315916', 'tt13892908', 'tt15331532']
nm11935850	Rakesh Shah	\N	\N	['director']	['tt13181612']
nm11936517	Gwen	\N	\N	['writer']	['tt13182752']
nm1195601	Dusan Milic	\N	\N	['writer', 'director', 'assistant_director']	['tt1320115', 'tt0322807', 'tt0906014', 'tt1178197']
nm1195839	Sanjan Ostro	\N	\N	['director', 'editor', 'cinematographer']	['tt0324200', 'tt0331568', 'tt0325313']
nm1197977	Jon Simpson	\N	\N	['director', 'writer', 'editor']	['tt0323536']
nm11981192	Somdip Dey	1990	\N	['director', 'composer', 'music_department']	['tt15244336', 'tt15422002', 'tt15244762', 'tt15244788']
nm11984442	Pramila Krishan Madushanka	\N	\N	['director', 'actor', 'writer']	['\\N']
nm1199107	Zach Cregger	1981	\N	['actor', 'producer', 'writer']	['tt0840979', 'tt14035948', 'tt2281583', 'tt4168956']
nm12002591	Seym Dna	\N	\N	['director']	['\\N']
nm12015536	Nivedita Roy	\N	\N	['director', 'assistant_director', 'costume_designer']	['tt13937902', 'tt12648542', 'tt8649832', 'tt12248730']
nm12019302	Amit Singh	\N	\N	['actor', 'director', 'editor']	['tt13417640', 'tt13417166', 'tt13424416', 'tt15387268']
nm12025458	Jovan Markus	\N	\N	['writer']	['tt13374746']
nm12025535	Dimitris Triantafilopoulos	\N	\N	['actor', 'music_department', 'director']	['tt13374946', 'tt13305554']
nm1203210	Mario Marko Krce	\N	\N	['cinematographer', 'writer', 'visual_effects']	['tt1981645', 'tt1305794', 'tt7140888', 'tt11578464']
nm1203528	Zelimir Mesaric	1944	\N	['director', 'assistant_director']	['tt0325885', 'tt2836556', 'tt1068828', 'tt10891204']
nm12044544	Ibrahim Abdulkarim	\N	\N	['producer', 'sound_department', 'director']	['tt14008662', 'tt14923956', 'tt14061266', 'tt13433130']
nm12046917	Rajkumar Reddy Panguru	\N	\N	['director']	['tt13423926']
nm12046918	Rajkumarreddy Panguru	2000	\N	['actor', 'writer', 'director']	['tt13477796', 'tt13423926', 'tt13579744']
nm12061323	Ali Asaf Elmas	\N	\N	['writer']	['\\N']
nm1206150	Mark Matthews	\N	\N	['director', 'actor', 'producer']	['tt0923899', 'tt0302703', 'tt0420956', 'tt0397633']
nm1206356	Jeetu Arora	\N	\N	['director', 'assistant_director', 'actor']	['tt0435390', 'tt4107858', 'tt5872906', 'tt1900118']
nm12087372	Arzu Dastan Mutlu	\N	\N	['writer']	['tt14395722', 'tt11896074']
nm12107684	Rashmita Limbu	\N	\N	['director', 'cinematographer']	['tt14210688', 'tt13559990']
nm12109278	Navein	\N	\N	['director', 'writer']	['\\N']
nm12122085	Ram Segura Khagram	\N	\N	['writer', 'director', 'producer']	['tt13972450', 'tt13983370', 'tt13590222']
nm1212768	Candy Denman	\N	\N	['writer']	['tt0101114', 'tt0241383', 'tt0084987', 'tt0112052']
nm12143337	Jeenal Thakkar	\N	\N	['writer']	['tt13635870', 'tt13225306']
nm12160107	Vanessa Sam	\N	\N	['actress', 'director', 'writer']	['tt14061266', 'tt13870462', 'tt14145662']
nm1216853	Tina Kabitsi	\N	\N	['writer']	['tt13788874', 'tt0332856', 'tt1288443', 'tt5544180']
nm12174104	Amit Patel	\N	\N	['director', 'writer']	['tt13701754', 'tt13701764']
nm12174583	Sheetal Patidar	\N	\N	['writer', 'casting_director', 'editor']	['tt13701764']
nm12174584	Amit Patel	\N	\N	['writer']	['tt13701764']
nm12185750	Eric Oberto	\N	\N	['actor', 'music_department', 'producer']	['tt14817590', 'tt15476400', 'tt13729068']
nm12190670	Faridul Ahasan Shourav	\N	\N	['director', 'producer', 'writer']	['tt13741560', 'tt13743850', 'tt13749560', 'tt13745100']
nm12197919	Arta Kallaba	\N	\N	['director', 'writer', 'producer']	['tt15707078', 'tt15699740', 'tt13762198', 'tt15712670']
nm12197920	Jessika Quintana	\N	\N	['director', 'editor', 'producer']	['tt15712670', 'tt13762198', 'tt15707078', 'tt15699740']
nm12198513	Marko Ristic	\N	\N	['director', 'actor', 'writer']	['tt14412980', 'tt13764568']
nm12198514	Darko Stamenkovic	\N	\N	['director', 'actor', 'producer']	['tt13764568', 'tt14412980']
nm12199033	Koa Jacobson	\N	\N	['director', 'writer', 'editor']	['tt13765472', 'tt14242896']
nm12199034	Wyatt Zingus	\N	\N	['director', 'writer', 'cinematographer']	['tt13765472']
nm12199035	Adam Segura	\N	\N	['director', 'writer', 'editor']	['tt14242896', 'tt13765472']
nm12212471	Hussain Ahmed Shohan	\N	\N	['director', 'cinematographer', 'producer']	['\\N']
nm12224206	Simon Russell	\N	\N	['actor', 'writer', 'producer']	['\\N']
nm1222928	Adam Goldberg	\N	\N	['cinematographer', 'director', 'actor']	['tt0983411', 'tt0449460', 'tt0369099', 'tt0435565']
nm12254034	Peter Dranga	\N	\N	['director', 'producer', 'cinematographer']	['tt14043932', 'tt14309938', 'tt14362696', 'tt14557130']
nm12263696	J.W. George	\N	\N	['director', 'writer', 'editor']	['tt14116714', 'tt15199282']
nm12267081	Tevin Tavares	\N	\N	['director', 'camera_department']	['tt15819102', 'tt13850952']
nm12268134	Fr00tjuicee	\N	\N	['writer', 'director', 'actor']	['tt14422110', 'tt13925252', 'tt15825104', 'tt14956634']
nm12284080	Benjamin Ryan	\N	\N	['director']	['\\N']
nm12287142	Mas Bouzidi	\N	\N	['writer', 'director', 'editor']	['tt14817882', 'tt13983422', 'tt13983370', 'tt13972450']
nm12297412	Arjun Pradhan	\N	\N	['writer', 'actor', 'assistant_director']	['tt13995298', 'tt14079454']
nm12305473	Íris Chadi	\N	\N	['director', 'editor', 'writer']	['tt14019190', 'tt14604500', 'tt14153912', 'tt14503736']
nm1230618	Brent Duncan	\N	\N	['assistant_director', 'miscellaneous', 'actor']	['tt1492831', 'tt2368010', 'tt1390535', 'tt9522716']
nm12323733	Avtandil Sofromadze	\N	\N	['director', 'writer']	['tt14601922', 'tt14061622']
nm12324732	Atharv Goyal	\N	\N	['writer', 'director', 'actor']	['tt14111006', 'tt14063760', 'tt14104350', 'tt14117668']
nm12329963	Will Garber	\N	\N	['producer', 'director', 'actor']	['tt15560142', 'tt15256854', 'tt14213430']
nm1235393	David Morwick	\N	\N	['actor', 'producer', 'writer']	['tt2101827', 'tt0330568', 'tt1440761', 'tt7716880']
nm12359119	Tim Ward	\N	\N	['special_effects']	['tt5719748']
nm12366861	John McMinn	\N	\N	['director', 'cinematographer', 'writer']	['tt1557846', 'tt5547326', 'tt1374848', 'tt6404378']
nm12373666	Eva Tisnikar	\N	\N	['director', 'writer']	['tt14173302']
nm12373667	Ravin Raori	\N	\N	['actor', 'writer', 'art_department']	['tt14173302']
nm12373920	Peter Tompkins	\N	\N	['director', 'writer', 'producer']	['tt14348934', 'tt14348868']
nm12375095	Chris Berrios	\N	\N	['director', 'actor', 'cinematographer']	['tt14176112']
nm12376138	Brandon Armstrong	\N	\N	['director', 'actor']	['\\N']
nm12377456	Carson Petree	\N	\N	['director', 'writer']	['\\N']
nm12377457	Benjamin Regev	\N	\N	['director', 'writer']	['\\N']
nm12381593	Yuqing Liu	\N	\N	['writer', 'art_department', 'art_director']	['tt14173302']
nm1238425	Mary Mullan	\N	\N	['visual_effects', 'director', 'editor']	['tt1617661', 'tt1981128', 'tt3480822', 'tt4154796']
nm1238856	Stjepan Seselj	1947	\N	['writer']	['tt2116969', 'tt1068828', 'tt1181460', 'tt0071711']
nm12390348	Maleki Stayton	\N	\N	['actor', 'director', 'writer']	['tt14213228', 'tt14317110']
nm12392589	Raju Ray	\N	\N	['director']	['tt14217188']
nm12397725	Jeff Kim	\N	\N	['writer']	['\\N']
nm1241805	Pavlos Matesis	1933	2013	['writer', 'director', 'assistant_director']	['tt0476090', 'tt2323037', 'tt7148336', 'tt0477237']
nm1242236	Palash Sen	\N	\N	['music_department', 'soundtrack', 'actor']	['tt1309561', 'tt0811066', 'tt0307866', 'tt10596260']
nm12427504	Charitidis Christos	\N	\N	['director']	['tt14304980']
nm12427505	Giorgos Theofanopoulos	\N	\N	['writer']	['tt14304980']
nm12429290	Roy Lightner	\N	\N	['director', 'cinematographer', 'camera_department']	['tt14309742']
nm12429291	David H. Parker	\N	\N	['writer', 'music_department', 'director']	['tt14309742', 'tt11662626']
nm12429292	Isabel Behr	\N	\N	['writer', 'actress', 'editor']	['tt14309742']
nm12429293	Rachel-Marie Strazza	\N	\N	['writer', 'actress', 'editor']	['tt14309742']
nm12429295	Matias Dupree	\N	\N	['writer', 'actor']	['tt14309742']
nm12429301	Abigail Coats	\N	\N	['writer', 'actress', 'music_department']	['tt14309742']
nm12429304	Bailey Dumlao	\N	\N	['writer', 'camera_department', 'editor']	['tt14309742']
nm12429986	Zach Boynton	\N	\N	['writer', 'producer', 'executive']	['tt14311528', 'tt14391280', 'tt13853356']
nm12452392	Yugesh Ganesh	\N	\N	['director', 'producer', 'actor']	['tt14364314', 'tt14695910']
nm12459725	Josephs Quartzy	1999	\N	['actor', 'writer', 'director']	['tt14385526', 'tt14391292', 'tt14391264', 'tt14390520']
nm1246862	Perry Strong	\N	\N	['camera_department', 'actor', 'miscellaneous']	['tt0203259', 'tt3281796', 'tt3322312']
nm12469790	John Haycock	\N	\N	['actor', 'writer', 'editor']	['tt14409420']
nm12488019	Kyle Hessler	\N	\N	['director']	['tt14976590', 'tt14454768']
nm12496095	Rohan S. Patne	\N	\N	['assistant_director', 'director']	['tt15245730', 'tt13690576']
nm12497282	Miguel Gonzalo	\N	\N	['director', 'writer', 'editor']	['\\N']
nm12497283	Noelia Castillo	\N	\N	['director', 'writer', 'cinematographer']	['\\N']
nm12499684	Ximo Hernández	\N	\N	['writer', 'producer']	['tt14481600']
nm12504238	Vir Srinivas	\N	\N	['director', 'writer', 'editor']	['tt14755002', 'tt14486150', 'tt14858134', 'tt14833594']
nm1250733	Ivica Boban	\N	\N	['director', 'actress', 'writer']	['tt0193044', 'tt0333372', 'tt0333071']
nm1252405	Zrinka Katarina Matijevic	1973	\N	['writer', 'director', 'miscellaneous']	['tt0333378', 'tt5903622', 'tt0975715', 'tt5801556']
nm12528258	Joe Green	\N	\N	['director', 'writer', 'cinematographer']	['\\N']
nm12536512	Manuel Olaya	\N	\N	['director', 'writer', 'actor']	['tt15348626', 'tt14565250']
nm12542720	Shirin Jabiev	\N	\N	['director', 'cinematographer', 'editor']	['tt14581922', 'tt15746592']
nm12544426	HimInTheFlesh	\N	\N	['director', 'writer']	['\\N']
nm12551246	Bibek Panda	\N	\N	['director']	['\\N']
nm1255329	Ken Cole	1979	\N	['producer', 'director', 'editor']	['tt2211870', 'tt0419209', 'tt1673398', 'tt2949316']
nm12555419	Oscar Björn	\N	\N	['director', 'actor', 'writer']	['tt14610000']
nm12555420	Otto Elg	\N	\N	['actor', 'writer']	['tt14610000']
nm12555421	Aron Swartz	\N	\N	['']	['\\N']
nm12557196	Mikonja Knezevic	\N	\N	['writer']	['tt14614944']
nm12560107	Oya Babaoglu	\N	\N	['director', 'writer', 'cinematographer']	['tt14622600', 'tt15767304']
nm12593858	Rioe Saju	\N	\N	['writer']	['tt14695910']
nm12603649	Conor Dye	\N	\N	['producer', 'writer', 'director']	['tt14716998', 'tt14730434', 'tt14719964', 'tt15546378']
nm12605720	Shuvam DasGupta	\N	\N	['director', 'writer']	['tt14722262']
nm12605722	Soham Roy	\N	\N	['actor', 'writer']	['\\N']
nm12605723	Rounak Sanyal	\N	\N	['actor', 'writer']	['\\N']
nm12608116	Zhanxg	2007	\N	['director', 'actor', 'writer']	['tt14727954', 'tt14865966', 'tt14833814', 'tt15042058']
nm12615964	Onurcan Poyraz	\N	\N	['director', 'writer', 'cinematographer']	['tt14744886']
nm12615965	Emir Kurtulus	\N	\N	['writer']	['tt14744886']
nm12616456	Ben Warner	\N	\N	['actor', 'director', 'location_management']	['tt14758004', 'tt14756066', 'tt15021784', 'tt14746060']
nm12616459	Jake Shaw	\N	\N	['cinematographer', 'writer', 'sound_department']	['tt14762184', 'tt14756066', 'tt14746060', 'tt14770004']
nm12626222	Pallavi Mehta	\N	\N	['writer']	['tt13137346']
nm12645827	Huseyin Alp Tahmaz	\N	\N	['writer']	['tt14810794']
nm12647534	Raj Surani	\N	\N	['miscellaneous', 'director', 'producer']	['tt4535650', 'tt2574698', 'tt3863552', 'tt2178470']
nm12652711	John Elden Gibbons	\N	\N	['director', 'producer', 'writer']	['tt15492454', 'tt14826486', 'tt14862550']
nm12654129	Marcelo Leme	\N	\N	['writer', 'actor', 'cinematographer']	['tt7039258', 'tt14831490', 'tt14829192', 'tt14830522']
nm1265414	Ryan Carter	\N	\N	['visual_effects', 'actor', 'editor']	['tt1358843', 'tt0319262', 'tt0346156', 'tt0316654']
nm12659330	Ganapuram Venu	\N	\N	['director', 'actor', 'writer']	['tt14994354', 'tt14843700']
nm12664753	Imran Hossain Shanto	\N	\N	['editor', 'director', 'actor']	['tt15130472', 'tt15289634', 'tt14856580', 'tt15151476']
nm12666308	Moruvumi	\N	\N	['composer', 'producer', 'director']	['tt14860890', 'tt15104566', 'tt14864930']
nm12666309	Al-Masud	\N	\N	['director', 'cinematographer']	['tt15088872', 'tt14860890', 'tt15130472']
nm12669795	Bns Raju	\N	\N	['director', 'writer']	['\\N']
nm1267950	Carl Dietrich Carls	\N	\N	['writer', 'production_manager']	['tt0336419', 'tt0049766', 'tt0338104', 'tt0219118']
nm12704417	Avinash Pradhan	\N	\N	['director', 'writer']	['tt14928918']
nm12714949	Debasish Mohapatra	\N	\N	['director', 'writer']	['tt14928918']
nm1271558	Michelle Cutler	\N	\N	['writer', 'director', 'cinematographer']	['tt14536242', 'tt0481563', 'tt0483446', 'tt14425994']
nm1273344	Petra Biondina Volpe	1970	\N	['writer', 'director', 'script_department']	['tt1425622', 'tt5818818', 'tt0338885', 'tt2557916']
nm1273411	F.K. Wittich	\N	\N	['producer', 'writer']	['tt0328731', 'tt0076039', 'tt0078083', 'tt1296399']
nm12737751	Moein Hasheminasab	1981	\N	['director', 'editor']	['\\N']
nm12741235	Rehbir	\N	\N	['writer']	['tt15008444', 'tt15241888', 'tt16097848']
nm1274533	Paul Willems	1912	1997	['writer']	['tt1296362', 'tt0257788', 'tt1311149', 'tt0458038']
nm12763454	Tomas Koeck	\N	\N	['camera_department', 'director', 'writer']	['tt0083452', 'tt15060342']
nm12764729	Radheya Taware	\N	\N	['editor', 'director', 'writer']	['tt15062278', 'tt15063026']
nm12767470	Radheya Taware	\N	\N	['director', 'writer', 'cinematographer']	['\\N']
nm12769624	Surajit Das	\N	\N	['director', 'producer']	['\\N']
nm12769766	Md Masud Rana	1997	\N	['composer', 'director', 'actor']	['tt15129846', 'tt10579952']
nm12770393	Drico Mello	\N	\N	['director', 'editor']	['tt10489690', 'tt15108420', 'tt15672228']
nm1277849	Stefano Voltaggio	\N	\N	['writer', 'producer', 'miscellaneous']	['tt10619486', 'tt1695366', 'tt5710666', 'tt0120802']
nm1279473	Luís Gleiser	\N	\N	['director', 'writer']	['tt5215358', 'tt2150893', 'tt0341147', 'tt3950936']
nm12795378	Elina Daraklitsa	\N	\N	['writer']	['tt15127768']
nm12805927	Sharon Andía Sevillano	\N	\N	['director', 'producer']	['tt4448866', 'tt15456580']
nm12809665	Shehan Malik	\N	\N	['director', 'actor', 'writer']	['tt15159270', 'tt15156772', 'tt15361372']
nm12813527	Vj Vineet	\N	\N	['writer']	['tt15163780']
nm12813528	Shivani Garg	\N	\N	['writer']	['tt15163780']
nm1282872	Rohan Dickson	\N	\N	['writer', 'director', 'producer']	['tt8769360', 'tt1869138', 'tt4136500', 'tt10163204']
nm12830981	B. Can Ozdemir	\N	\N	['writer']	['tt14827134']
nm12830982	Anil Can Beydilli	\N	\N	['writer']	['tt14827134']
nm1283207	Hans Hammelmann	\N	\N	['writer']	['tt0342695', 'tt0270790', 'tt0271927', 'tt1653886']
nm1283208	Ruth Hammelmann	\N	\N	['writer', 'actress']	['tt0342695', 'tt0270790', 'tt0271927', 'tt0772790']
nm1284063	Dindo Perez	\N	\N	['writer', 'miscellaneous']	['tt5513960', 'tt0496693', 'tt0388284', 'tt0344499']
nm12840805	Amin Behravan	\N	\N	['director', 'actor', 'cinematographer']	['tt15219444']
nm12840806	Mohammad Javad Balali	\N	\N	['director', 'actor', 'writer']	['\\N']
nm12842814	Sumit Ahsan	\N	\N	['director', 'editor']	['\\N']
nm12842815	Ahmed Raju	\N	\N	['actor', 'writer']	['\\N']
nm12845044	Danish Shaikh	\N	\N	['producer', 'director', 'actor']	['tt15208178', 'tt15281840', 'tt13958956']
nm12853974	Devansh Garodia	\N	\N	['writer', 'producer']	['tt15245730']
nm12870706	Abhishek Joshi	\N	\N	['actor', 'writer']	['\\N']
nm12874784	Claire Thornber	\N	\N	['writer', 'producer']	['tt15291772']
nm12883087	Patel Avi	\N	\N	['director', 'art_department', 'camera_department']	['tt15819390', 'tt10309902', 'tt15819294']
nm12883273	Stylianos Papadimitriou	\N	\N	['director', 'writer', 'cinematographer']	['tt15310764']
nm12893510	Ryan Ferkous	\N	\N	['director', 'writer', 'editor']	['tt15333248']
nm12901052	Shraddhey Sharma	\N	\N	['director', 'writer', 'editor']	['\\N']
nm12910629	Bradly Buell	\N	\N	['']	['\\N']
nm12910630	Manuel Boza	\N	\N	['director', 'writer', 'editor']	['\\N']
nm12914059	Divyank Tyagi	\N	\N	['director', 'producer', 'writer']	['tt15440008', 'tt15380068']
nm12915716	Priyakanta Laishram	1996	\N	['director', 'writer', 'editor']	['tt15388308', 'tt15387918', 'tt15382170', 'tt15387654']
nm12925709	Pietro Graffeo	\N	\N	['director', 'writer', 'assistant_director']	['tt15402804', 'tt11820918']
nm12925716	Noemi Cucinella	\N	\N	['writer', 'assistant_director']	['\\N']
nm12928184	Jordan Dan	\N	\N	['director']	['tt15408014']
nm12936513	José Luis Rodríguez	\N	\N	['']	['\\N']
nm1293867	Edgar Mortiz	\N	\N	['director', 'writer', 'miscellaneous']	['tt0441923', 'tt0757858', 'tt0188736', 'tt2255053']
nm12944225	Rjvansh Chadha	\N	\N	['assistant_director']	['tt15380068', 'tt15440008']
nm12944266	Harshita Saxena	\N	\N	['writer']	['tt15440008']
nm12949937	Duvara	\N	\N	['director', 'writer', 'producer']	['tt15452484']
nm12951113	Camila García	\N	\N	['writer']	['\\N']
nm1295144	Cecily Tyler	\N	\N	['producer', 'director', 'camera_department']	['tt0758913', 'tt0458270', 'tt2473206', 'tt2316782']
nm1297226	Claudio Costa	1971	\N	['director', 'editor', 'cinematographer']	['tt1966478', 'tt2309706', 'tt2202104', 'tt2406732']
nm12976469	Gregoire	\N	\N	['director', 'writer']	['tt15509848']
nm1297874	Cem Akyoldas	\N	\N	['director', 'writer', 'production_manager']	['tt8126510', 'tt10882988', 'tt0872299', 'tt1183924']
nm12979026	Med Leon	\N	\N	['director', 'cinematographer', 'editor']	['tt15515578']
nm12995078	Lourenço Vaz	\N	\N	['director']	['\\N']
nm12995081	Miguel Rico	\N	\N	['writer']	['\\N']
nm12995082	Sara Cardoso	\N	\N	['writer']	['\\N']
nm13013447	Tanojkumar Meshram	\N	\N	['writer']	['tt13440294']
nm1302121	Gerd Rösler	\N	\N	['writer', 'director']	['tt1307964', 'tt0132596', 'tt0931381', 'tt0347550']
nm13034884	Shashikant Sharma	\N	\N	['actor', 'director', 'assistant_director']	['tt15163780', 'tt8705332', 'tt9795264']
nm1303917	Tim Ward	\N	\N	['visual_effects']	['tt1136608', 'tt1318514', 'tt3778644', 'tt0489099']
nm13041265	Marcelo Louzada	\N	\N	['writer', 'editor', 'sound_department']	['\\N']
nm13041266	Rony Brandini	\N	\N	['writer']	['\\N']
nm13045533	Adam Kiss	\N	\N	['director', 'actor', 'writer']	['tt15750352']
nm13051089	Gian Ferraiolo	\N	\N	['director', 'producer']	['\\N']
nm13056275	Gulnar Musavi	\N	\N	['writer']	['\\N']
nm13061805	Akshay Maru	\N	\N	['editor', 'director', 'writer']	['tt15819390', 'tt15761822', 'tt15808232', 'tt15819158']
nm13073209	Marino Zurl	\N	\N	['writer']	['tt1493266']
nm13076505	John Andrew Crawford	\N	\N	['actor', 'writer', 'director']	['tt15828822', 'tt15403398', 'tt14265678', 'tt15891198']
nm13078661	Rakshit Gajipara	\N	\N	['writer']	['tt15808232']
nm13081623	Krunal Suthar	\N	\N	['writer']	['\\N']
nm13081636	Arjunsinh Chavda	\N	\N	['writer', 'producer']	['\\N']
nm13081667	Vedant Shukla	\N	\N	['director', 'actor', 'producer']	['\\N']
nm13082312	Gabriella Bácskai	\N	\N	['director', 'cinematographer']	['\\N']
nm13107179	Rohit Patil	\N	\N	['director', 'actor', 'writer']	['\\N']
nm13120087	Ajitpal Babbra	\N	\N	['director', 'writer', 'editor']	['tt16044510']
nm13121564	Raju Nagamani	\N	\N	['writer']	['tt16058566']
