tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0074491	movie	Es herrscht Ruhe im Land	Es herrscht Ruhe im Land	0	1976	\N	103	['Drama']
tt0074539	movie	The Smurfs and the Magic Flute	La flûte à six schtroumpfs	0	1976	\N	90	['Animation', 'Comedy', 'Family']
tt0074958	movie	Network	Network	0	1976	\N	121	['Drama']
tt0075066	movie	The Pink Panther Strikes Again	The Pink Panther Strikes Again	0	1976	\N	103	['Comedy', 'Crime']
tt0075488	tvSeries	CHiPs	CHiPs	0	1977	1983	60	['Crime', 'Drama', 'Mystery']
tt0075512	tvSeries	Grange Hill	Grange Hill	0	1978	2008	30	['Comedy', 'Drama', 'Family']
tt0075579	tvSeries	Secret Army	Secret Army	0	1977	1979	50	['Drama', 'History', 'War']
tt0075675	movie	The American Friend	Der amerikanische Freund	0	1977	\N	128	['Crime', 'Drama', 'Mystery']
tt0076039	tvMovie	Flucht	Flucht	0	1977	\N	89	['Crime', 'Drama', 'Thriller']
tt0076762	movie	The Stick Up	The Stick Up	0	1977	\N	101	['Comedy', 'Crime', 'Romance']
tt0077023	tvSeries	Hee Haw Honeys	Hee Haw Honeys	0	1978	1979	30	['Comedy', 'Music']
tt0077049	tvSeries	Ein Mann will nach oben	Ein Mann will nach oben	0	1978	\N	60	['Drama', 'Family', 'Romance']
tt0077394	movie	Damien: Omen II	Damien: Omen II	0	1978	\N	107	['Horror']
tt0078083	movie	The Pentecost Outing	Der Pfingstausflug	0	1978	\N	85	['Comedy']
tt0078294	movie	Somebody Killed Her Husband	Somebody Killed Her Husband	0	1978	\N	97	['Comedy', 'Crime', 'Mystery']
tt0078558	tvSeries	240-Robert	240-Robert	0	1979	1981	60	['Adventure']
tt0078579	tvSeries	Buck Rogers in the 25th Century	Buck Rogers in the 25th Century	0	1979	1981	60	['Action', 'Adventure', 'Sci-Fi']
tt0078610	tvSeries	The Facts of Life	The Facts of Life	0	1979	1988	30	['Comedy', 'Family']
tt0078622	tvSeries	Hart to Hart	Hart to Hart	0	1979	1984	60	['Action', 'Adventure', 'Crime']
tt0078647	tvSeries	Makin' It	Makin' It	0	1979	1979	30	['Comedy', 'Music']
tt0078657	tvSeries	Minder	Minder	0	1979	1994	60	['Comedy', 'Crime', 'Drama']
tt0078694	tvSeries	Stop Susan Williams	Stop Susan Williams	0	1979	1979	20	['Action', 'Adventure', 'Comedy']
tt0079028	movie	David	David	0	1979	\N	125	['Drama', 'War']
tt0079981	movie	El Super	El Super	0	1979	\N	90	['Comedy', 'Drama']
tt0080234	tvSeries	Juliet Bravo	Juliet Bravo	0	1980	1985	50	['Crime', 'Drama', 'Mystery']
tt0080281	tvSeries	The Steve Allen Comedy Hour	The Steve Allen Comedy Hour	0	1980	1981	60	['Comedy']
tt0080336	tvMiniSeries	Partners in Crime	Partners in Crime	0	1983	1984	50	['Crime', 'Drama', 'Mystery']
tt0080360	movie	Altered States	Altered States	0	1980	\N	102	['Horror', 'Sci-Fi', 'Thriller']
tt0080571	movie	The Red Horse	Crveniot konj	0	1981	\N	137	['Drama', 'History', 'War']
tt0081086	movie	Lulu	Lulu	0	1980	\N	95	['Drama']
tt0081183	movie	Mosch	Mosch	0	1980	\N	105	['Drama']
tt0081344	tvMovie	Playing for Time	Playing for Time	0	1980	\N	150	['Drama', 'Music']
tt0081849	tvSeries	Darkroom	Darkroom	0	1981	1982	60	['Fantasy', 'Horror', 'Mystery']
tt0081863	tvSeries	Flamingo Road	Flamingo Road	0	1980	1982	60	['Drama', 'Romance']
tt0081869	tvSeries	Gimme a Break!	Gimme a Break!	0	1981	1987	30	['Comedy']
tt0081873	tvSeries	Hill Street Blues	Hill Street Blues	0	1981	1987	60	['Crime', 'Drama', 'Mystery']
tt0081933	tvSeries	The Smurfs	Smurfs	0	1981	1989	30	['Adventure', 'Animation', 'Comedy']
tt0081955	tvSeries	Velo misto	Velo misto	0	1980	1981	50	['Comedy', 'Drama', 'History']
tt0082718	movie	Marmor, Stein und Eisen bricht	Marmor, Stein und Eisen bricht	0	1982	\N	89	['\\N']
tt0082838	tvMovie	Of Mice and Men	Of Mice and Men	0	1981	\N	150	['Drama']
tt0083392	tvSeries	Brookside	Brookside	0	1982	2003	30	['Drama']
tt0083395	tvSeries	Cagney & Lacey	Cagney & Lacey	0	1981	1988	60	['Crime', 'Drama', 'Mystery']
tt0083416	tvSeries	A Fine Romance	A Fine Romance	0	1981	1984	30	['Comedy', 'Romance']
tt0083420	tvSeries	The Gentle Touch	The Gentle Touch	0	1980	1984	60	['Crime', 'Drama']
tt0083437	tvSeries	Knight Rider	Knight Rider	0	1982	1986	46	['Action', 'Crime', 'Drama']
tt0083441	tvSeries	Late Night with David Letterman	Late Night with David Letterman	0	1982	1993	60	['Comedy', 'Music', 'Talk-Show']
tt0083452	tvSeries	Nature	Nature	0	1982	\N	60	['Documentary', 'Family']
tt0083463	tvSeries	Die Pawlaks - Eine Geschichte aus dem Ruhrgebiet	Die Pawlaks - Eine Geschichte aus dem Ruhrgebiet	0	1982	\N	90	['\\N']
tt0083470	tvSeries	Remington Steele	Remington Steele	0	1982	1987	60	['Action', 'Adventure', 'Comedy']
tt0083483	tvSeries	St. Elsewhere	St. Elsewhere	0	1982	1988	60	['Comedy', 'Drama']
tt0083811	movie	Killing of the Flesh	Delitto carnale	0	1983	\N	92	['Mystery', 'Thriller']
tt0083874	movie	Strange Fruits	Eisenhans	0	1983	\N	110	['Drama']
tt0084952	movie	Zlocin u skoli	Zlocin u skoli	0	1982	\N	103	['Drama', 'Thriller']
tt0084981	tvSeries	Bare Essence	Bare Essence	0	1983	1983	60	['Drama', 'Romance']
tt0084987	tvSeries	The Bill	The Bill	0	1984	2010	50	['Crime', 'Drama']
tt0085012	tvSeries	Emerald Point N.A.S.	Emerald Point N.A.S.	0	1983	1984	60	['Drama']
tt0085056	tvSeries	Match Game/Hollywood Squares Hour	Match Game/Hollywood Squares Hour	0	1983	1984	60	['Game-Show']
tt0085058	tvSeries	Monaco Franze - Der ewige Stenz	Monaco Franze - Der ewige Stenz	0	1983	\N	45	['Comedy', 'Crime', 'Drama']
tt0085216	movie	Bar Esperanza	Bar Esperança	0	1983	\N	127	['Comedy']
tt0086141	movie	Prisoners of the Lost Universe	Prisoners of the Lost Universe	0	1983	\N	90	['Action', 'Adventure', 'Fantasy']
tt0086200	movie	Risky Business	Risky Business	0	1983	\N	99	['Comedy', 'Crime', 'Drama']
tt0086661	tvSeries	The Adventures of Sherlock Holmes	The Adventures of Sherlock Holmes	0	1984	1985	60	['Crime', 'Drama', 'Mystery']
tt0086662	tvSeries	Airwolf	Airwolf	0	1984	1986	60	['Action', 'Adventure', 'Sci-Fi']
tt0086677	tvSeries	Brothers	Brothers	0	1984	1989	22	['Comedy']
tt0086679	tvMiniSeries	Celebrity	Celebrity	0	1984	1984	313	['Drama']
tt0086681	tvSeries	Charles in Charge	Charles in Charge	0	1984	1990	30	['Comedy', 'Family']
tt0086690	tvSeries	Cover Up	Cover Up	0	1984	1985	60	['Action', 'Adventure', 'Drama']
tt0086719	tvSeries	G.I. Joe	G.I. Joe	0	1985	1986	30	['Action', 'Adventure', 'Animation']
tt0086734	tvSeries	Hunter	Hunter	0	1984	1991	48	['Action', 'Crime', 'Drama']
tt0086779	tvSeries	La piovra	La piovra	0	1984	2001	402	['Crime', 'Drama', 'Mystery']
tt0086791	tvSeries	Robin Hood	Robin of Sherwood	0	1984	1986	60	['Action', 'Drama', 'Fantasy']
tt0086815	tvSeries	Thomas & Friends	Thomas the Tank Engine & Friends	0	1984	2021	11	['Adventure', 'Animation', 'Comedy']
tt0086922	movie	Das Autogramm	Das Autogramm	0	1984	\N	92	['Action', 'Drama', 'Thriller']
tt0087884	movie	Paris, Texas	Paris, Texas	0	1984	\N	145	['Drama']
tt0088149	tvMovie	Something About Amelia	Something About Amelia	0	1984	\N	100	['Drama']
tt0088161	movie	Splash	Splash	0	1984	\N	111	['Comedy', 'Fantasy', 'Romance']
tt0088407	movie	Winter Flight	Winter Flight	0	1984	\N	89	['Drama', 'Romance']
tt0088512	tvSeries	EastEnders	EastEnders	0	1985	\N	30	['Crime', 'Drama', 'Romance']
tt0088559	tvSeries	MacGyver	MacGyver	0	1985	1992	48	['Action', 'Adventure', 'Crime']
tt0088583	tvMiniSeries	North & South: Book 1, North & South	North and South	0	1985	1985	561	['Drama', 'History', 'Romance']
tt0088814	movie	The Black Cauldron	The Black Cauldron	0	1985	\N	80	['Action', 'Adventure', 'Animation']
tt0089037	movie	Don't Mess with My Sister!	Don't Mess with My Sister!	0	1985	\N	94	['Action', 'Drama']
tt0089439	movie	Konzert für Alice	Konzert für Alice	0	1985	\N	86	['Music', 'Romance']
tt0090052	movie	The Satin Slipper	Le soulier de satin	0	1985	\N	410	['Drama']
tt0090053	movie	South Bronx Heroes	South Bronx Heroes	0	1985	\N	85	['Action', 'Drama', 'Mystery']
tt0090410	tvSeries	Crime Story	Crime Story	0	1986	1988	60	['Crime', 'Drama', 'Mystery']
tt0090418	tvSeries	Designing Women	Designing Women	0	1986	1993	30	['Comedy']
tt0090497	tvSeries	Our World	Our World	0	1986	1987	60	['History']
tt0090498	tvSeries	Outlaws	Outlaws	0	1986	1987	60	['Action', 'Crime', 'Sci-Fi']
tt0090501	tvSeries	Perfect Strangers	Perfect Strangers	0	1986	1993	30	['Comedy', 'Family']
tt0090533	tvSeries	Throb	Throb	0	1986	1988	30	['Comedy']
tt0090540	tvSeries	Valerie	Valerie	0	1986	1991	30	['Comedy', 'Family']
tt0091149	movie	The Great Mouse Detective	The Great Mouse Detective	0	1986	\N	74	['Adventure', 'Animation', 'Family']
tt0091981	movie	Solarbabies	Solarbabies	0	1986	\N	94	['Action', 'Adventure', 'Drama']
tt0091987	tvMiniSeries	Sommer in Lesmona	Sommer in Lesmona	0	1987	1987	105	['Drama']
tt0092106	movie	The Transformers: The Movie	The Transformers: The Movie	0	1986	\N	84	['Action', 'Adventure', 'Animation']
tt0092410	tvSeries	My Two Dads	My Two Dads	0	1987	1990	30	['Comedy', 'Family']
tt0092416	tvMiniSeries	Nutcracker: Money, Madness & Murder	Nutcracker: Money, Madness & Murder	0	1987	1987	100	['Drama', 'Thriller']
tt0092449	tvSeries	She's the Sheriff	She's the Sheriff	0	1987	1989	30	['Comedy']
tt0092455	tvSeries	Star Trek: The Next Generation	Star Trek: The Next Generation	0	1987	1994	44	['Action', 'Adventure', 'Mystery']
tt0092468	tvSeries	Tour of Duty	Tour of Duty	0	1987	1990	47	['Action', 'Drama', 'War']
tt0092484	tvSeries	Wiseguy	Wiseguy	0	1987	1990	60	['Crime', 'Drama', 'Mystery']
tt0093191	movie	Wings of Desire	Der Himmel über Berlin	0	1987	\N	128	['Drama', 'Fantasy', 'Romance']
tt0093296	movie	Jane and the Lost City	Jane and the Lost City	0	1987	\N	94	['Action', 'Adventure', 'Comedy']
tt0093930	movie	Das Schweigen des Dichters	Das Schweigen des Dichters	0	1986	\N	102	['Drama']
tt0093970	movie	Sign 'o' the Times	Sign 'o' the Times	0	1987	\N	85	['Documentary', 'Music']
tt0094020	movie	Square Dance	Square Dance	0	1987	\N	112	['Drama', 'Romance']
tt0094530	tvMiniSeries	The Betrothed	I promessi sposi	0	1989	\N	450	['Drama', 'History']
tt0094540	tvSeries	Roseanne	Roseanne	0	1988	2018	21	['Comedy', 'Drama']
tt0094548	tvSeries	Singles	Singles	0	1988	1991	30	['Comedy']
tt0094561	tvSeries	TV 101	TV 101	0	1988	1989	60	['Drama']
tt0094573	tvSeries	Unsere schönsten Jahre	Unsere schönsten Jahre	0	1983	1985	45	['Romance']
tt0094574	tvSeries	Unsolved Mysteries	Unsolved Mysteries	0	1987	2010	60	['Crime', 'Documentary', 'Drama']
tt0094685	tvMovie	The Attic: The Hiding of Anne Frank	The Attic: The Hiding of Anne Frank	0	1988	\N	97	['Drama', 'History', 'War']
tt0094825	short	Cadillac Dreams	Cadillac Dreams	0	1988	\N	30	['Short']
tt0095776	movie	Oliver & Company	Oliver & Company	0	1988	\N	74	['Adventure', 'Animation', 'Comedy']
tt0095875	movie	Plain Clothes	Plain Clothes	0	1987	\N	98	['Comedy', 'Mystery', 'Romance']
tt0095923	short	Puissance de la parole	Puissance de la parole	0	1988	\N	25	['Drama', 'Romance', 'Short']
tt0096061	movie	Scrooged	Scrooged	0	1988	\N	101	['Comedy', 'Drama', 'Fantasy']
tt0096532	tvSeries	American Gladiators	American Gladiators	0	1989	1997	60	['Action', 'Game-Show', 'Sport']
tt0096542	tvSeries	Baywatch	Baywatch	0	1989	2001	60	['Action', 'Adventure', 'Crime']
tt0096545	tvSeries	Birds of a Feather	Birds of a Feather	0	1989	2020	75	['Comedy']
tt0096555	tvSeries	Casualty	Casualty	0	1986	\N	50	['Drama']
tt0096563	tvSeries	Cops	Cops	0	1989	2021	30	['Action', 'Crime', 'Reality-TV']
tt0096641	tvSeries	The All New Mickey Mouse Club	MMC	0	1989	1995	30	['Family', 'Music']
tt0096671	tvSeries	Open House	Open House	0	1989	1990	30	['Comedy']
tt0096709	tvSeries	Teresa	Teresa	0	1989	1991	\N	['Drama', 'Romance']
tt0097039	movie	The Chameleon	The Chameleon	1	1989	\N	85	['Adult', 'Drama', 'Fantasy']
tt0097136	movie	Cutting Class	Cutting Class	0	1989	\N	91	['Comedy', 'Crime', 'Horror']
tt0097499	movie	Henry V	Henry V	0	1989	\N	137	['Action', 'Biography', 'Drama']
tt0097553	tvMiniSeries	I Know My First Name Is Steven	I Know My First Name Is Steven	0	1989	1989	180	['Crime', 'Drama']
tt0097637	movie	K-9	K-9	0	1989	\N	101	['Action', 'Comedy', 'Crime']
tt0098067	movie	Parenthood	Parenthood	0	1989	\N	124	['Comedy', 'Drama']
tt0098105	movie	Police Academy 6: City Under Siege	Police Academy 6: City Under Siege	0	1989	\N	84	['Comedy', 'Crime']
tt0098153	movie	Queen of Hearts	Queen of Hearts	0	1989	\N	112	['Comedy']
tt0098815	tvSeries	H.E.L.P.	H.E.L.P.	0	1990	\N	60	['Adventure']
tt0098820	tvSeries	Have I Got News for You	Have I Got News for You	0	1990	\N	29	['Comedy', 'Game-Show', 'News']
tt0098844	tvSeries	Law & Order	Law & Order	0	1990	2010	45	['Crime', 'Drama', 'Mystery']
tt0098868	tvSeries	Nasty Boys	Nasty Boys	0	1990	\N	60	['Action', 'Crime']
tt0098898	tvMiniSeries	Prime Suspect	Prime Suspect	0	1991	1991	207	['Crime', 'Drama', 'Mystery']
tt0098936	tvSeries	Twin Peaks	Twin Peaks	0	1990	1991	47	['Crime', 'Drama', 'Mystery']
tt0098954	tvSeries	Yellowthread Street	Yellowthread Street	0	1990	1990	52	['Action', 'Crime', 'Mystery']
tt0100168	movie	Mo' Better Blues	Mo' Better Blues	0	1990	\N	129	['Drama', 'Music', 'Romance']
tt0100379	video	PoV	PoV	0	1990	\N	85	['Documentary', 'Music']
tt0101081	tvSeries	Dinosaurs	Dinosaurs	0	1991	1994	30	['Comedy', 'Family', 'Fantasy']
tt0101114	tvSeries	Heartbeat	Heartbeat	0	1992	2010	50	['Comedy', 'Crime', 'Drama']
tt0101205	tvSeries	Step by Step	Step by Step	0	1991	1998	30	['Comedy', 'Family', 'Romance']
tt0101232	tvSeries	Veronica Clare	Veronica Clare	0	1991	\N	60	['Crime', 'Mystery']
tt0101235	tvSeries	Welcome Freshmen	Welcome Freshmen	0	1991	1993	30	['Comedy', 'Family']
tt0101328	movie	An American Summer	An American Summer	0	1990	\N	100	['Comedy', 'Drama']
tt0101895	movie	Les fleurs du mal	Les fleurs du mal	0	1991	\N	85	['Drama']
tt0101921	movie	Fried Green Tomatoes	Fried Green Tomatoes	0	1991	\N	130	['Drama']
tt0102061	movie	Hotel Deutschland	Hotel Deutschland	0	1992	\N	90	['\\N']
tt0102591	tvMovie	One Against the Wind	One Against the Wind	0	1991	\N	96	['Biography', 'Drama']
tt0102800	movie	Robot Jox	Robot Jox	0	1989	\N	85	['Action', 'Sci-Fi', 'Thriller']
tt0103352	tvSeries	Are You Afraid of the Dark?	Are You Afraid of the Dark?	0	1990	2000	30	['Drama', 'Family', 'Fantasy']
tt0103487	tvSeries	Marienhof	Marienhof	0	1992	2011	50	['Drama']
tt0103488	tvSeries	Martin	Martin	0	1992	1997	30	['Comedy', 'Drama', 'Romance']
tt0103510	tvMiniSeries	Die Piefke-Saga	Die Piefke-Saga	0	1990	\N	384	['Drama']
tt0103541	tvSeries	Shaky Ground	Shaky Ground	0	1992	1993	30	['Comedy']
tt0103649	movie	All I Know Is	All I Know Is	0	1992	\N	\N	['\\N']
tt0104061	movie	Dead Boyz Can't Fly	Dead Boyz Can't Fly	0	1992	\N	102	['Drama', 'Thriller']
tt0104307	short	The Timekeeper	From Time to Time	0	1992	\N	18	['Adventure', 'Comedy', 'Sci-Fi']
tt0104787	movie	Mad at the Moon	Mad at the Moon	0	1992	\N	98	['Horror', 'Romance', 'Western']
tt0105023	movie	Nottataccia	Nottataccia	0	1992	\N	98	['Comedy']
tt0106004	tvSeries	Frasier	Frasier	0	1993	2004	22	['Comedy']
tt0106014	tvSeries	Goodnight Sweetheart	Goodnight Sweetheart	0	1993	2016	30	['Comedy', 'Drama', 'Fantasy']
tt0106052	tvSeries	Late Night with Conan O'Brien	Late Night with Conan O'Brien	0	1993	2009	60	['Comedy', 'Music', 'Talk-Show']
tt0106053	tvSeries	Late Show with David Letterman	Late Show with David Letterman	0	1993	2015	60	['Comedy', 'Music', 'Talk-Show']
tt0106064	tvSeries	Mighty Morphin Power Rangers	Mighty Morphin Power Rangers	0	1993	1996	30	['Action', 'Adventure', 'Family']
tt0106078	tvSeries	Die Männer vom K3	Die Männer vom K3	0	1988	2003	90	['Crime']
tt0106079	tvSeries	NYPD Blue	NYPD Blue	0	1993	2005	45	['Crime', 'Drama', 'Mystery']
tt0106102	tvSeries	Pie in the Sky	Pie in the Sky	0	1994	1997	50	['Comedy', 'Crime', 'Drama']
tt0106113	tvSeries	Ricki Lake	Ricki Lake	0	1992	2004	60	['Talk-Show']
tt0106115	tvSeries	Rocko's Modern Life	Rocko's Modern Life	0	1993	1996	30	['Animation', 'Comedy']
tt0106118	tvSeries	Running the Halls	Running the Halls	0	1993	\N	\N	['Comedy']
tt0106172	tvSeries	Where in the World Is Carmen Sandiego?	Where in the World Is Carmen Sandiego?	0	1991	1996	30	['Family', 'Game-Show', 'Music']
tt0106179	tvSeries	The X-Files	The X Files	0	1993	2018	45	['Crime', 'Drama', 'Mystery']
tt0107822	movie	The Piano	The Piano	0	1993	\N	121	['Drama', 'Music', 'Romance']
tt0108427	movie	Ubiytsa	Ubiytsa	0	1995	\N	80	['Drama']
tt0108674	movie	Under the Stars	À la belle étoile	0	1993	\N	95	['Drama', 'Romance']
tt0108724	tvSeries	Chicago Hope	Chicago Hope	0	1994	2000	60	['Drama', 'Mystery', 'Thriller']
tt0108742	tvSeries	Dennis Miller Live	Dennis Miller Live	0	1994	2002	30	['Comedy', 'Talk-Show']
tt0108756	tvSeries	Due South	Due South	0	1994	1999	46	['Adventure', 'Comedy', 'Crime']
tt0108787	tvSeries	Ghostwriter	Ghostwriter	0	1992	1995	30	['Family', 'Fantasy', 'Mystery']
tt0108792	tvSeries	Halfway Across the Galaxy and Turn Left	Halfway Across the Galaxy and Turn Left	0	1993	\N	25	['Comedy', 'Family', 'Sci-Fi']
tt0108897	tvSeries	Politically Incorrect	Politically Incorrect	0	1993	2002	30	['Comedy', 'News', 'Talk-Show']
tt0108909	tvSeries	RoboCop	RoboCop	0	1994	1994	60	['Action', 'Adventure', 'Crime']
tt0108921	tvSeries	The Secret World of Alex Mack	The Secret World of Alex Mack	0	1994	1998	30	['Comedy', 'Drama', 'Family']
tt0108944	tvSeries	Superhuman Samurai Syber-Squad	Superhuman Samurai Syber-Squad	0	1994	1995	20	['Action', 'Adventure', 'Animation']
tt0108967	tvSeries	A Touch of Frost	A Touch of Frost	0	1992	2010	105	['Crime', 'Drama', 'Mystery']
tt0109448	movie	Closing Numbers	Closing Numbers	0	1993	\N	94	['Drama']
tt0109936	movie	Greedy	Greedy	0	1994	\N	113	['Comedy']
tt0110322	movie	Legends of the Fall	Legends of the Fall	0	1994	\N	133	['Drama', 'Romance', 'War']
tt0110657	movie	The Next Karate Kid	The Next Karate Kid	0	1994	\N	107	['Action', 'Drama', 'Family']
tt0110932	movie	Quiz Show	Quiz Show	0	1994	\N	133	['Biography', 'Drama', 'History']
tt0111102	movie	Second Best	Second Best	0	1994	\N	105	['Drama']
tt0111183	movie	The Invincibles	Die Sieger	0	1994	\N	130	['Action', 'Drama', 'Thriller']
tt0111263	short	Spiral Tribe	Spiral Tribe	0	1994	\N	6	['Short']
tt0111518	movie	The Turnaround	The Turnaround	0	1995	\N	90	['Crime', 'Drama']
tt0111875	tvSeries	All That	All That	0	1994	2020	30	['Comedy', 'Family', 'Music']
tt0111996	tvSeries	Happily Ever After: Fairy Tales for Every Child	Happily Ever After: Fairy Tales for Every Child	0	1995	2000	30	['Adventure', 'Animation', 'Family']
tt0112004	tvSeries	Hollyoaks	Hollyoaks	0	1995	\N	30	['Drama', 'Romance']
tt0112052	tvSeries	London Bridge	London Bridge	0	1995	1999	25	['Drama']
tt0112066	tvSeries	Maybe This Time	Maybe This Time	0	1995	1996	30	['Comedy']
tt0112075	tvSeries	Misery Loves Company	Misery Loves Company	0	1995	\N	30	['Comedy']
tt0112084	tvSeries	Mr. Show with Bob and David	Mr. Show with Bob and David	0	1995	1998	27	['Comedy']
tt0112095	tvSeries	NewsRadio	NewsRadio	0	1995	1999	23	['Comedy', 'Romance']
tt0112126	tvMiniSeries	The Politician's Wife	The Politician's Wife	0	1995	1995	185	['Drama']
tt0112164	tvMiniSeries	Singled Out	Singled Out	0	1995	2019	30	['Game-Show', 'Romance']
tt0112168	tvSeries	So ist das Leben! Die Wagenfelds	So ist das Leben! Die Wagenfelds	0	1995	1996	25	['Drama']
tt0112435	movie	The Baby-Sitters Club	The Baby-Sitters Club	0	1995	\N	94	['Comedy', 'Drama', 'Family']
tt0112456	tvSpecial	Barbra: The Concert	Barbra: The Concert	0	1995	\N	125	['Music']
tt0112843	movie	The Demolitionist	The Demolitionist	0	1995	\N	100	['Action', 'Horror', 'Sci-Fi']
tt0112986	movie	Eskapo	Eskapo	0	1995	\N	114	['Action', 'Drama', 'Thriller']
tt0113198	movie	A Goofy Movie	A Goofy Movie	0	1995	\N	78	['Adventure', 'Animation', 'Comedy']
tt0113314	movie	Hollow Reed	Hollow Reed	0	1996	\N	104	['Drama', 'Romance']
tt0114594	movie	Swimming with Sharks	Swimming with Sharks	0	1994	\N	93	['Comedy', 'Crime']
tt0114792	movie	Uninhibited	Uninhibited	1	1995	\N	91	['Action', 'Adult']
tt0115080	tvMovie	Über Kreuz	Über Kreuz	0	1995	\N	90	['Drama', 'Romance']
tt0115147	tvSeries	The Daily Show	The Daily Show	0	1996	\N	22	['Comedy', 'News', 'Talk-Show']
tt0115159	tvSeries	Dragon Flyz	Dragon Flyz	0	1996	\N	21	['Action', 'Animation', 'Sci-Fi']
tt0115177	tvSeries	The Fragile Heart	The Fragile Heart	0	1996	1996	195	['Drama']
tt0115221	tvSeries	The Jamie Foxx Show	The Jamie Foxx Show	0	1996	2001	30	['Comedy']
tt0115261	tvSeries	Der Mann ohne Schatten	Der Mann ohne Schatten	0	1996	\N	\N	['Thriller']
tt0115289	tvSeries	The New Adventures of Robin Hood	The New Adventures of Robin Hood	0	1997	1999	54	['Action', 'Adventure']
tt0115355	tvSeries	Silent Witness	Silent Witness	0	1996	\N	120	['Crime', 'Drama', 'Mystery']
tt0115390	tvSeries	This Life	This Life	0	1996	1997	45	['Drama']
tt0115600	movie	Bitter Sugar	Azúcar amarga	0	1996	\N	105	['Drama', 'Romance']
tt0115768	movie	Bruno Is Waiting on the Car	Bruno aspetta in macchina	0	1996	\N	90	['Comedy']
tt0115988	movie	The Crucible	The Crucible	0	1996	\N	124	['Drama', 'History']
tt0116083	short	Desert	Desert	0	1996	\N	\N	['Short']
tt0116120	video	Dog Watch	Dog Watch	0	1997	\N	100	['Action', 'Crime', 'Thriller']
tt0116830	movie	Last Man Standing	Last Man Standing	0	1996	\N	101	['Action', 'Crime', 'Drama']
tt0116971	movie	Maman et Eve	Maman et Eve	0	1996	\N	54	['Documentary']
tt0117063	movie	Mladí muzi poznávají svet	Mladí muzi poznávají svet	0	1996	\N	73	['Romance']
tt0117070	movie	Mojave Moon	Mojave Moon	0	1996	\N	95	['Comedy', 'Romance', 'Thriller']
tt0117262	movie	Orson Welles: The One-Man Band	Orson Welles: The One-Man Band	0	1995	\N	88	['Documentary']
tt0117365	movie	Portraits chinois	Portraits chinois	0	1996	\N	111	['Comedy', 'Romance']
tt0117613	tvMovie	Shadow Zone: the Undead Express	Shadow Zone: The Undead Express	0	1996	\N	95	['Drama', 'Family', 'Horror']
tt0117670	movie	Smart Money	Smart Money	0	1996	\N	90	['Crime', 'Drama']
tt0117674	movie	Snakes and Ladders	Snakes and Ladders	0	1996	\N	93	['Comedy', 'Romance']
